Cho cam bien on dinh nhiet...
Go 'S' + Enter de bo qua giai doan nay
Con lai: 15 giay...
Con lai: 10 giay...
Con lai: 5 giay...
Con lai: 4 giay...
Con lai: 3 giay...
Con lai: 2 giay...
Con lai: 1 giay...
# Xa mau nhieu (2.5 giay)...
# Lay trung binh P0 (10 giay)...
P0       = 101045.57 Pa
P0 min   = 101044.03 Pa
P0 max   = 101046.53 Pa
P0 spread= 2.50 Pa
# P0 on dinh cuc tot (spread <= 3 Pa) [OK]
Time_ms,StepID,StepName,Pressure_Pa,Temp_C,Alt_Raw_m,Alt_EMA_m
63401,2,Bac 2,101041.08,30.48,0.375,0.385
63451,2,Bac 2,101041.08,30.48,0.375,0.384
63501,2,Bac 2,101041.08,30.48,0.375,0.384
63551,2,Bac 2,101041.08,30.48,0.375,0.383
63601,2,Bac 2,101041.08,30.48,0.375,0.382
63651,2,Bac 2,101041.25,30.48,0.362,0.381
63702,2,Bac 2,101041.42,30.48,0.349,0.378
63752,2,Bac 2,101041.42,30.48,0.349,0.376
63802,2,Bac 2,101041.60,30.48,0.333,0.372
63852,2,Bac 2,101041.60,30.48,0.333,0.369
63902,2,Bac 2,101041.60,30.48,0.333,0.366
63952,2,Bac 2,101041.60,30.48,0.333,0.364
64002,2,Bac 2,101041.77,30.48,0.320,0.360
64052,2,Bac 2,101041.77,30.48,0.320,0.357
64102,2,Bac 2,101041.77,30.48,0.320,0.354
64152,2,Bac 2,101041.77,30.48,0.320,0.351
64202,2,Bac 2,101041.77,30.48,0.320,0.349
64252,2,Bac 2,101041.60,30.48,0.333,0.347
64302,2,Bac 2,101041.25,30.48,0.362,0.349
64352,2,Bac 2,101041.08,30.48,0.375,0.351
64402,2,Bac 2,101041.08,30.48,0.375,0.353
64452,2,Bac 2,101041.08,30.48,0.375,0.354
64502,2,Bac 2,101040.92,30.48,0.391,0.357
64552,2,Bac 2,101040.75,30.48,0.404,0.361
64602,2,Bac 2,101040.58,30.48,0.417,0.366
64652,2,Bac 2,101040.41,30.48,0.433,0.371
64702,2,Bac 2,101040.41,30.48,0.433,0.376
64752,2,Bac 2,101040.41,30.48,0.433,0.381
64802,2,Bac 2,101040.41,30.48,0.433,0.385
64852,2,Bac 2,101040.58,30.48,0.417,0.387
64902,2,Bac 2,101040.58,30.48,0.417,0.390
64952,2,Bac 2,101040.75,30.48,0.404,0.391
65002,2,Bac 2,101040.75,30.48,0.404,0.392
65052,2,Bac 2,101040.58,30.48,0.417,0.394
65102,2,Bac 2,101040.75,30.48,0.404,0.395
65152,2,Bac 2,101040.75,30.48,0.404,0.396
65202,2,Bac 2,101040.92,30.48,0.391,0.395
65252,2,Bac 2,101040.92,30.48,0.391,0.395
65302,2,Bac 2,101041.08,30.48,0.375,0.393
65352,2,Bac 2,101040.69,30.48,0.410,0.395
65402,2,Bac 2,101040.85,30.48,0.396,0.395
65452,2,Bac 2,101040.69,30.48,0.410,0.396
65502,2,Bac 2,101040.85,30.48,0.396,0.396
65552,2,Bac 2,101040.85,30.48,0.396,0.396
65602,2,Bac 2,101040.85,30.48,0.396,0.396
65652,2,Bac 2,101040.85,30.48,0.396,0.396
65702,2,Bac 2,101040.85,30.48,0.396,0.396
65752,2,Bac 2,101040.85,30.48,0.396,0.396
65802,2,Bac 2,101041.03,30.48,0.380,0.395
65852,2,Bac 2,101041.36,30.48,0.354,0.392
65902,2,Bac 2,101041.36,30.48,0.354,0.389
65952,2,Bac 2,101041.77,30.48,0.320,0.383
66002,2,Bac 2,101041.77,30.48,0.320,0.378
66052,2,Bac 2,101041.77,30.48,0.320,0.373
66102,2,Bac 2,101041.77,30.48,0.320,0.369
66152,2,Bac 2,101041.60,30.48,0.333,0.366
66202,2,Bac 2,101041.60,30.48,0.333,0.364
66252,2,Bac 2,101041.60,30.48,0.333,0.361
66302,2,Bac 2,101041.60,30.48,0.333,0.359
66352,2,Bac 2,101041.60,30.48,0.333,0.357
66402,2,Bac 2,101041.77,30.48,0.320,0.354
66452,2,Bac 2,101041.77,30.48,0.320,0.351
66502,2,Bac 2,101041.60,30.48,0.333,0.350
66552,2,Bac 2,101041.42,30.48,0.349,0.350
66603,2,Bac 2,101041.42,30.48,0.349,0.349
66653,2,Bac 2,101041.42,30.48,0.349,0.349
66703,2,Bac 2,101041.25,30.48,0.362,0.350
66753,2,Bac 2,101041.25,30.48,0.362,0.351
66803,2,Bac 2,101041.25,30.48,0.362,0.352
66853,2,Bac 2,101041.08,30.48,0.375,0.354
66903,2,Bac 2,101041.08,30.48,0.375,0.356
66953,2,Bac 2,101040.92,30.48,0.391,0.359
67003,2,Bac 2,101040.92,30.48,0.391,0.361
67053,2,Bac 2,101040.92,30.48,0.391,0.364
67103,2,Bac 2,101040.58,30.48,0.417,0.368
67153,2,Bac 2,101040.58,30.48,0.417,0.372
67203,2,Bac 2,101040.58,30.48,0.417,0.375
67253,2,Bac 2,101040.58,30.48,0.417,0.379
67303,2,Bac 2,101040.00,30.48,0.468,0.386
67353,2,Bac 2,101040.24,30.48,0.447,0.391
67403,2,Bac 2,101040.24,30.48,0.447,0.395
67453,2,Bac 2,101040.24,30.48,0.447,0.399
67503,2,Bac 2,101040.24,30.48,0.447,0.403
67553,2,Bac 2,101040.24,30.48,0.447,0.407
67603,2,Bac 2,101040.41,30.48,0.433,0.409
67653,2,Bac 2,101040.58,30.48,0.417,0.409
67703,2,Bac 2,101040.58,30.48,0.417,0.410
67753,2,Bac 2,101040.58,30.48,0.417,0.411
67803,2,Bac 2,101040.58,30.48,0.417,0.411
67853,2,Bac 2,101040.58,30.48,0.417,0.412
67903,2,Bac 2,101040.58,30.48,0.417,0.412
67953,2,Bac 2,101040.58,30.48,0.417,0.413
68003,2,Bac 2,101040.41,30.48,0.433,0.414
68054,2,Bac 2,101040.41,30.48,0.433,0.416
68104,2,Bac 2,101040.24,30.48,0.447,0.418
68154,2,Bac 2,101040.00,30.48,0.468,0.422
68204,2,Bac 2,101040.35,30.48,0.439,0.424
68254,2,Bac 2,101040.35,30.48,0.439,0.425
68304,2,Bac 2,101040.52,30.48,0.423,0.425
68354,2,Bac 2,101040.69,30.48,0.410,0.423
68404,2,Bac 2,101040.52,30.48,0.423,0.423
68454,2,Bac 2,101040.52,30.48,0.423,0.423
68504,2,Bac 2,101040.17,30.48,0.452,0.426
68554,2,Bac 2,101040.00,30.48,0.468,0.429
68604,2,Bac 2,101039.84,30.48,0.481,0.433
68654,2,Bac 2,101039.84,30.48,0.481,0.437
68704,2,Bac 2,101039.84,30.48,0.481,0.440
68754,2,Bac 2,101039.84,30.48,0.481,0.444
68804,2,Bac 2,101039.84,30.48,0.481,0.447
68854,2,Bac 2,101040.00,30.48,0.468,0.448
68904,2,Bac 2,101040.00,30.48,0.468,0.450
68954,2,Bac 2,101040.17,30.48,0.452,0.450
69004,2,Bac 2,101040.17,30.48,0.452,0.450
69054,2,Bac 2,101040.35,30.48,0.439,0.449
69104,2,Bac 2,101040.35,30.48,0.439,0.448
69154,2,Bac 2,101040.35,30.48,0.439,0.448
69204,2,Bac 2,101039.97,30.47,0.468,0.449
69254,2,Bac 2,101040.35,30.48,0.439,0.448
69304,2,Bac 2,101040.17,30.48,0.452,0.449
69354,2,Bac 2,101040.14,30.47,0.454,0.449
69404,2,Bac 2,101040.14,30.47,0.454,0.450
69454,2,Bac 2,101040.14,30.47,0.454,0.450
69504,2,Bac 2,101040.14,30.47,0.454,0.450
69554,2,Bac 2,101040.14,30.47,0.454,0.451
69604,2,Bac 2,101039.97,30.47,0.468,0.452
69654,2,Bac 2,101039.97,30.47,0.468,0.453
69704,2,Bac 2,101039.97,30.47,0.468,0.454
69754,2,Bac 2,101039.97,30.47,0.468,0.455
69804,2,Bac 2,101039.97,30.47,0.468,0.456
69854,2,Bac 2,101039.97,30.47,0.468,0.457
69904,2,Bac 2,101039.97,30.47,0.468,0.458
69954,2,Bac 2,101039.97,30.47,0.468,0.459
70004,2,Bac 2,101039.97,30.47,0.468,0.460
70054,2,Bac 2,101039.97,30.47,0.468,0.460
70104,2,Bac 2,101039.64,30.47,0.497,0.463
70154,2,Bac 2,101039.81,30.47,0.484,0.465
70204,2,Bac 2,101039.24,30.47,0.531,0.470
70254,2,Bac 2,101039.64,30.47,0.497,0.472
70304,2,Bac 2,101039.64,30.47,0.497,0.474
70354,2,Bac 2,101039.64,30.47,0.497,0.476
70404,2,Bac 2,101039.64,30.47,0.497,0.478
70454,2,Bac 2,101039.81,30.47,0.484,0.478
70504,2,Bac 2,101039.64,30.47,0.497,0.480
70554,2,Bac 2,101039.64,30.47,0.497,0.481
70604,2,Bac 2,101039.64,30.47,0.497,0.482
70654,2,Bac 2,101039.81,30.47,0.484,0.482
70704,2,Bac 2,101039.81,30.47,0.484,0.482
70754,2,Bac 2,101039.97,30.47,0.468,0.481
70804,2,Bac 2,101039.97,30.47,0.468,0.480
70854,2,Bac 2,101039.97,30.47,0.468,0.479
70904,2,Bac 2,101039.97,30.47,0.468,0.478
70955,2,Bac 2,101040.14,30.47,0.454,0.476
71005,2,Bac 2,101039.97,30.47,0.468,0.476
71055,2,Bac 2,101039.97,30.47,0.468,0.475
71105,2,Bac 2,101040.32,30.47,0.441,0.472
71155,2,Bac 2,101040.32,30.47,0.441,0.470
71205,2,Bac 2,101040.49,30.47,0.425,0.466
71255,2,Bac 2,101040.49,30.47,0.425,0.463
71305,2,Bac 2,101040.66,30.47,0.412,0.459
71355,2,Bac 2,101040.82,30.47,0.399,0.454
71405,2,Bac 2,101040.82,30.47,0.399,0.450
71455,2,Bac 2,101041.03,30.48,0.380,0.444
71505,2,Bac 2,101040.66,30.47,0.412,0.442
>> Xong: Bac 2 | P0=101045.57 Pa
HAY DI CHUYEN DEN: Bac 3
Dat co dinh, cho 3 giay cho on dinh, roi gui ky tu bat ky + Enter...
>> Bat dau do: Bac 3
79075,3,Bac 3,101039.57,30.46,0.502,0.485
79125,3,Bac 3,101039.22,30.46,0.531,0.489
79175,3,Bac 3,101039.22,30.46,0.531,0.492
79225,3,Bac 3,101039.39,30.46,0.518,0.494
79275,3,Bac 3,101039.22,30.46,0.531,0.497
79325,3,Bac 3,101039.22,30.46,0.531,0.500
79375,3,Bac 3,101039.39,30.46,0.518,0.501
79425,3,Bac 3,101039.39,30.46,0.518,0.503
79475,3,Bac 3,101039.57,30.46,0.502,0.503
79525,3,Bac 3,101039.39,30.46,0.518,0.504
79575,3,Bac 3,101039.39,30.46,0.518,0.505
79625,3,Bac 3,101039.05,30.46,0.547,0.508
79675,3,Bac 3,101039.05,30.46,0.547,0.511
79725,3,Bac 3,101039.05,30.46,0.547,0.514
79775,3,Bac 3,101039.05,30.46,0.547,0.517
79825,3,Bac 3,101039.22,30.46,0.531,0.518
79875,3,Bac 3,101039.05,30.46,0.547,0.520
79925,3,Bac 3,101038.89,30.46,0.560,0.523
79975,3,Bac 3,101038.71,30.46,0.573,0.527
80025,3,Bac 3,101038.89,30.46,0.560,0.530
80075,3,Bac 3,101038.89,30.46,0.560,0.532
80125,3,Bac 3,101038.71,30.46,0.573,0.536
80175,3,Bac 3,101038.89,30.46,0.560,0.538
80225,3,Bac 3,101038.71,30.46,0.573,0.541
80275,3,Bac 3,101038.71,30.46,0.573,0.543
80325,3,Bac 3,101038.55,30.46,0.587,0.547
80375,3,Bac 3,101038.38,30.46,0.602,0.551
80425,3,Bac 3,101038.38,30.46,0.602,0.555
80475,3,Bac 3,101038.38,30.46,0.602,0.559
80525,3,Bac 3,101038.38,30.46,0.602,0.562
80575,3,Bac 3,101038.38,30.46,0.602,0.566
80625,3,Bac 3,101038.38,30.46,0.602,0.569
80675,3,Bac 3,101038.38,30.46,0.602,0.571
80726,3,Bac 3,101038.38,30.46,0.602,0.574
80776,3,Bac 3,101038.21,30.46,0.616,0.577
80826,3,Bac 3,101038.21,30.46,0.616,0.580
80876,3,Bac 3,101038.38,30.46,0.602,0.582
80926,3,Bac 3,101037.97,30.46,0.637,0.586
80976,3,Bac 3,101038.38,30.46,0.602,0.588
81026,3,Bac 3,101038.55,30.46,0.587,0.588
81076,3,Bac 3,101038.71,30.46,0.573,0.586
81126,3,Bac 3,101038.89,30.46,0.560,0.584
81176,3,Bac 3,101038.89,30.46,0.560,0.582
81226,3,Bac 3,101038.89,30.46,0.560,0.581
81276,3,Bac 3,101038.71,30.46,0.573,0.580
81326,3,Bac 3,101038.32,30.46,0.608,0.582
81376,3,Bac 3,101038.89,30.46,0.560,0.581
81426,3,Bac 3,101038.66,30.46,0.579,0.580
81476,3,Bac 3,101038.66,30.46,0.579,0.580
81526,3,Bac 3,101038.82,30.46,0.565,0.579
81576,3,Bac 3,101038.66,30.46,0.579,0.579
81626,3,Bac 3,101038.82,30.46,0.565,0.578
81676,3,Bac 3,101038.99,30.46,0.552,0.576
81726,3,Bac 3,101038.82,30.46,0.565,0.575
81776,3,Bac 3,101038.82,30.46,0.565,0.574
81826,3,Bac 3,101038.66,30.46,0.579,0.575
81876,3,Bac 3,101038.66,30.46,0.579,0.575
81926,3,Bac 3,101038.66,30.46,0.579,0.575
81976,3,Bac 3,101038.66,30.46,0.579,0.576
82026,3,Bac 3,101038.66,30.46,0.579,0.576
82076,3,Bac 3,101038.66,30.46,0.579,0.576
82126,3,Bac 3,101038.66,30.46,0.579,0.576
82176,3,Bac 3,101038.48,30.46,0.595,0.578
82226,3,Bac 3,101038.48,30.46,0.595,0.579
82276,3,Bac 3,101038.66,30.46,0.579,0.579
82326,3,Bac 3,101038.66,30.46,0.579,0.579
82376,3,Bac 3,101038.82,30.46,0.565,0.578
82426,3,Bac 3,101038.99,30.46,0.552,0.576
82476,3,Bac 3,101038.82,30.46,0.565,0.575
82526,3,Bac 3,101038.82,30.46,0.565,0.574
82576,3,Bac 3,101038.82,30.46,0.565,0.574
82626,3,Bac 3,101038.66,30.46,0.579,0.574
82676,3,Bac 3,101038.66,30.46,0.579,0.574
82726,3,Bac 3,101038.66,30.46,0.579,0.575
82776,3,Bac 3,101038.66,30.46,0.579,0.575
82826,3,Bac 3,101038.66,30.46,0.579,0.575
82876,3,Bac 3,101038.82,30.46,0.565,0.574
82926,3,Bac 3,101038.66,30.46,0.579,0.575
82976,3,Bac 3,101038.66,30.46,0.579,0.575
83026,3,Bac 3,101038.48,30.46,0.595,0.577
83076,3,Bac 3,101038.48,30.46,0.595,0.578
83126,3,Bac 3,101038.48,30.46,0.595,0.579
83176,3,Bac 3,101038.48,30.46,0.595,0.581
83226,3,Bac 3,101038.48,30.46,0.595,0.582
83276,3,Bac 3,101038.48,30.46,0.595,0.583
83326,3,Bac 3,101038.66,30.46,0.579,0.582
83376,3,Bac 3,101038.82,30.46,0.565,0.581
83426,3,Bac 3,101038.66,30.46,0.579,0.581
83476,3,Bac 3,101038.66,30.46,0.579,0.581
83526,3,Bac 3,101038.82,30.46,0.565,0.579
83576,3,Bac 3,101038.82,30.46,0.565,0.578
83627,3,Bac 3,101038.99,30.46,0.552,0.576
83677,3,Bac 3,101038.76,30.46,0.571,0.576
83727,3,Bac 3,101038.76,30.46,0.571,0.575
83777,3,Bac 3,101038.93,30.46,0.555,0.574
83827,3,Bac 3,101038.93,30.46,0.555,0.572
83877,3,Bac 3,101039.10,30.46,0.542,0.570
83927,3,Bac 3,101038.93,30.46,0.555,0.569
83977,3,Bac 3,101039.10,30.46,0.542,0.566
84027,3,Bac 3,101038.93,30.46,0.555,0.566
84077,3,Bac 3,101038.93,30.46,0.555,0.565
84127,3,Bac 3,101038.59,30.46,0.584,0.566
84177,3,Bac 3,101038.42,30.46,0.597,0.569
84227,3,Bac 3,101038.42,30.46,0.597,0.571
84277,3,Bac 3,101038.59,30.46,0.584,0.572
84327,3,Bac 3,101038.76,30.46,0.571,0.572
84377,3,Bac 3,101038.93,30.46,0.555,0.571
84427,3,Bac 3,101039.10,30.46,0.542,0.568
84477,3,Bac 3,101039.10,30.46,0.542,0.566
84527,3,Bac 3,101038.93,30.46,0.555,0.565
84577,3,Bac 3,101039.10,30.46,0.542,0.563
84627,3,Bac 3,101039.10,30.46,0.542,0.562
84677,3,Bac 3,101039.10,30.46,0.542,0.560
84727,3,Bac 3,101039.10,30.46,0.542,0.559
84777,3,Bac 3,101039.10,30.46,0.542,0.557
84827,3,Bac 3,101039.27,30.46,0.528,0.555
84877,3,Bac 3,101039.27,30.46,0.528,0.553
84927,3,Bac 3,101039.27,30.46,0.528,0.551
84977,3,Bac 3,101039.27,30.46,0.528,0.549
85027,3,Bac 3,101039.44,30.46,0.513,0.546
85078,3,Bac 3,101039.27,30.46,0.528,0.545
85128,3,Bac 3,101039.10,30.46,0.542,0.544
85178,3,Bac 3,101038.93,30.46,0.555,0.545
85228,3,Bac 3,101038.76,30.46,0.571,0.547
85278,3,Bac 3,101038.76,30.46,0.571,0.549
85328,3,Bac 3,101038.76,30.46,0.571,0.551
85378,3,Bac 3,101038.76,30.46,0.571,0.553
85428,3,Bac 3,101038.76,30.46,0.571,0.554
85478,3,Bac 3,101038.59,30.46,0.584,0.556
85528,3,Bac 3,101038.59,30.46,0.584,0.559
85578,3,Bac 3,101038.59,30.46,0.584,0.561
85628,3,Bac 3,101038.76,30.46,0.571,0.561
85678,3,Bac 3,101038.76,30.46,0.571,0.562
85728,3,Bac 3,101038.76,30.46,0.571,0.563
85778,3,Bac 3,101038.76,30.46,0.571,0.563
85828,3,Bac 3,101038.76,30.46,0.571,0.564
85878,3,Bac 3,101038.59,30.46,0.584,0.566
85928,3,Bac 3,101038.59,30.46,0.584,0.567
85978,3,Bac 3,101038.59,30.46,0.584,0.568
86028,3,Bac 3,101038.59,30.46,0.584,0.570
86078,3,Bac 3,101038.59,30.46,0.584,0.571
86128,3,Bac 3,101038.59,30.46,0.584,0.572
86178,3,Bac 3,101038.39,30.46,0.600,0.574
86228,3,Bac 3,101038.39,30.46,0.600,0.576
86278,3,Bac 3,101038.22,30.46,0.616,0.579
86328,3,Bac 3,101038.22,30.46,0.616,0.582
86378,3,Bac 3,101038.22,30.46,0.616,0.585
86428,3,Bac 3,101038.39,30.46,0.600,0.586
86478,3,Bac 3,101038.39,30.46,0.600,0.587
86528,3,Bac 3,101038.39,30.46,0.600,0.588
86578,3,Bac 3,101038.39,30.46,0.600,0.589
86628,3,Bac 3,101038.39,30.46,0.600,0.590
86678,3,Bac 3,101038.39,30.46,0.600,0.591
86728,3,Bac 3,101038.39,30.46,0.600,0.591
86778,3,Bac 3,101038.22,30.46,0.616,0.593
86828,3,Bac 3,101038.22,30.46,0.616,0.595
86878,3,Bac 3,101037.82,30.45,0.650,0.600
86928,3,Bac 3,101037.65,30.45,0.663,0.605
86978,3,Bac 3,101037.65,30.45,0.663,0.609
87028,3,Bac 3,101038.22,30.46,0.616,0.610
87078,3,Bac 3,101038.22,30.46,0.616,0.610
87128,3,Bac 3,101037.82,30.45,0.650,0.613
87178,3,Bac 3,101038.05,30.46,0.629,0.615
87228,3,Bac 3,101038.05,30.46,0.629,0.616
87278,3,Bac 3,101038.05,30.46,0.629,0.617
87328,3,Bac 3,101037.89,30.46,0.642,0.619
87378,3,Bac 3,101037.48,30.46,0.676,0.624
87428,3,Bac 3,101037.89,30.46,0.642,0.625
87478,3,Bac 3,101038.05,30.46,0.629,0.625
87528,3,Bac 3,101038.05,30.46,0.629,0.626
87578,3,Bac 3,101037.65,30.45,0.663,0.629
87628,3,Bac 3,101037.65,30.45,0.663,0.631
87678,3,Bac 3,101038.22,30.46,0.616,0.630
87728,3,Bac 3,101037.82,30.45,0.650,0.632
87778,3,Bac 3,101037.82,30.45,0.650,0.633
87828,3,Bac 3,101037.82,30.45,0.650,0.635
87878,3,Bac 3,101037.82,30.45,0.650,0.636
87928,3,Bac 3,101037.65,30.45,0.663,0.638
87979,3,Bac 3,101037.65,30.45,0.663,0.640
88029,3,Bac 3,101037.65,30.45,0.663,0.642
88079,3,Bac 3,101037.48,30.45,0.676,0.645
88129,3,Bac 3,101037.48,30.45,0.676,0.647
88179,3,Bac 3,101037.65,30.45,0.663,0.648
88229,3,Bac 3,101037.65,30.45,0.663,0.650
88279,3,Bac 3,101037.48,30.45,0.676,0.652
88329,3,Bac 3,101037.48,30.45,0.676,0.654
88379,3,Bac 3,101037.32,30.45,0.690,0.657
88429,3,Bac 3,101037.32,30.45,0.690,0.659
88479,3,Bac 3,101036.97,30.45,0.719,0.664
88529,3,Bac 3,101036.80,30.45,0.735,0.670
88579,3,Bac 3,101036.80,30.45,0.735,0.675
88629,3,Bac 3,101036.80,30.45,0.735,0.680
88679,3,Bac 3,101036.64,30.45,0.748,0.685
88729,3,Bac 3,101036.64,30.45,0.748,0.690
88779,3,Bac 3,101036.46,30.45,0.761,0.696
88829,3,Bac 3,101036.46,30.45,0.761,0.701
88879,3,Bac 3,101036.30,30.45,0.777,0.707
88929,3,Bac 3,101036.13,30.45,0.790,0.714
88979,3,Bac 3,101036.13,30.45,0.790,0.720
89029,3,Bac 3,101036.13,30.45,0.790,0.725
>> Xong: Bac 3 | P0=101045.57 Pa
HAY DI CHUYEN DEN: Bac 4
Dat co dinh, cho 3 giay cho on dinh, roi gui ky tu bat ky + Enter...
>> Bat dau do: Bac 4
103864,4,Bac 4,101035.99,30.44,0.801,0.801
103914,4,Bac 4,101035.99,30.44,0.801,0.801
103964,4,Bac 4,101035.99,30.44,0.801,0.801
104014,4,Bac 4,101036.16,30.44,0.787,0.800
104064,4,Bac 4,101036.16,30.44,0.787,0.799
104114,4,Bac 4,101035.99,30.44,0.801,0.799
104164,4,Bac 4,101035.62,30.44,0.832,0.801
104214,4,Bac 4,101035.62,30.44,0.832,0.804
104264,4,Bac 4,101036.16,30.44,0.787,0.803
104314,4,Bac 4,101035.96,30.44,0.803,0.803
104364,4,Bac 4,101036.33,30.44,0.774,0.800
104414,4,Bac 4,101036.67,30.44,0.745,0.796
104464,4,Bac 4,101036.30,30.44,0.777,0.794
104514,4,Bac 4,101036.30,30.44,0.777,0.793
104564,4,Bac 4,101036.83,30.44,0.732,0.788
104614,4,Bac 4,101036.46,30.44,0.761,0.786
104664,4,Bac 4,101036.64,30.44,0.748,0.783
104714,4,Bac 4,101037.00,30.44,0.716,0.778
104764,4,Bac 4,101037.17,30.44,0.703,0.772
104814,4,Bac 4,101037.17,30.44,0.703,0.766
104864,4,Bac 4,101036.97,30.44,0.719,0.762
104914,4,Bac 4,101036.97,30.44,0.719,0.759
104964,4,Bac 4,101036.97,30.44,0.719,0.756
105014,4,Bac 4,101037.14,30.44,0.705,0.752
105064,4,Bac 4,101037.32,30.44,0.690,0.747
105114,4,Bac 4,101037.32,30.44,0.690,0.742
105164,4,Bac 4,101037.68,30.44,0.661,0.736
105214,4,Bac 4,101037.49,30.44,0.676,0.731
105264,4,Bac 4,101037.32,30.44,0.690,0.728
105314,4,Bac 4,101037.32,30.44,0.690,0.724
105364,4,Bac 4,101037.32,30.44,0.690,0.722
105414,4,Bac 4,101037.32,30.44,0.690,0.719
105464,4,Bac 4,101037.32,30.44,0.690,0.717
105515,4,Bac 4,101037.49,30.44,0.676,0.714
105565,4,Bac 4,101037.32,30.44,0.690,0.712
105615,4,Bac 4,101037.32,30.44,0.690,0.710
105665,4,Bac 4,101037.14,30.44,0.705,0.710
105715,4,Bac 4,101037.32,30.44,0.690,0.708
105765,4,Bac 4,101037.14,30.44,0.705,0.708
105815,4,Bac 4,101037.14,30.44,0.705,0.708
105865,4,Bac 4,101036.97,30.44,0.719,0.708
105915,4,Bac 4,101036.80,30.44,0.735,0.711
105965,4,Bac 4,101036.64,30.44,0.748,0.714
106015,4,Bac 4,101036.64,30.44,0.748,0.716
106065,4,Bac 4,101036.83,30.44,0.732,0.718
106115,4,Bac 4,101036.83,30.44,0.732,0.719
106165,4,Bac 4,101036.67,30.44,0.745,0.721
106215,4,Bac 4,101036.83,30.44,0.732,0.722
106265,4,Bac 4,101036.30,30.44,0.777,0.726
106315,4,Bac 4,101036.67,30.44,0.745,0.728
106365,4,Bac 4,101036.67,30.44,0.745,0.729
106415,4,Bac 4,101036.13,30.44,0.790,0.734
106465,4,Bac 4,101036.13,30.44,0.790,0.738
106515,4,Bac 4,101035.96,30.44,0.803,0.744
106565,4,Bac 4,101035.78,30.44,0.819,0.750
106615,4,Bac 4,101035.78,30.44,0.819,0.755
106665,4,Bac 4,101035.78,30.44,0.819,0.760
106715,4,Bac 4,101035.78,30.44,0.819,0.765
106765,4,Bac 4,101035.78,30.44,0.819,0.769
106815,4,Bac 4,101035.78,30.44,0.819,0.773
106865,4,Bac 4,101035.62,30.44,0.832,0.778
106915,4,Bac 4,101035.62,30.44,0.832,0.782
106966,4,Bac 4,101035.21,30.44,0.867,0.789
107016,4,Bac 4,101035.62,30.44,0.832,0.793
107066,4,Bac 4,101035.39,30.44,0.851,0.797
107116,4,Bac 4,101035.78,30.44,0.819,0.799
107166,4,Bac 4,101035.96,30.44,0.803,0.799
107216,4,Bac 4,101035.96,30.44,0.803,0.800
107266,4,Bac 4,101035.78,30.44,0.819,0.801
107316,4,Bac 4,101035.78,30.44,0.819,0.803
107366,4,Bac 4,101035.78,30.44,0.819,0.804
107416,4,Bac 4,101035.62,30.44,0.832,0.806
107466,4,Bac 4,101035.45,30.44,0.846,0.809
107516,4,Bac 4,101035.05,30.44,0.880,0.815
107566,4,Bac 4,101035.21,30.44,0.867,0.819
107616,4,Bac 4,101035.21,30.44,0.867,0.823
107666,4,Bac 4,101035.39,30.44,0.851,0.825
107716,4,Bac 4,101035.62,30.44,0.832,0.826
107766,4,Bac 4,101035.21,30.44,0.867,0.829
107816,4,Bac 4,101035.21,30.44,0.867,0.832
107866,4,Bac 4,101035.21,30.44,0.867,0.835
107916,4,Bac 4,101035.56,30.44,0.838,0.835
107966,4,Bac 4,101035.72,30.44,0.824,0.834
108016,4,Bac 4,101035.72,30.44,0.824,0.833
108066,4,Bac 4,101035.89,30.44,0.809,0.831
108116,4,Bac 4,101035.89,30.44,0.809,0.830
108166,4,Bac 4,101035.89,30.44,0.809,0.828
108216,4,Bac 4,101035.89,30.44,0.809,0.826
108266,4,Bac 4,101035.89,30.44,0.809,0.825
108316,4,Bac 4,101035.89,30.44,0.809,0.824
108366,4,Bac 4,101035.89,30.44,0.809,0.822
108416,4,Bac 4,101036.07,30.44,0.795,0.820
108466,4,Bac 4,101036.07,30.44,0.795,0.818
108516,4,Bac 4,101036.41,30.44,0.766,0.814
108566,4,Bac 4,101036.41,30.44,0.766,0.810
108616,4,Bac 4,101036.41,30.44,0.766,0.807
108666,4,Bac 4,101036.57,30.44,0.753,0.802
108716,4,Bac 4,101036.57,30.44,0.753,0.798
108766,4,Bac 4,101036.75,30.44,0.737,0.794
108816,4,Bac 4,101036.75,30.44,0.737,0.789
108866,4,Bac 4,101036.91,30.44,0.724,0.784
108916,4,Bac 4,101037.25,30.44,0.695,0.777
108966,4,Bac 4,101037.42,30.44,0.682,0.769
109016,4,Bac 4,101037.42,30.44,0.682,0.762
109066,4,Bac 4,101037.59,30.44,0.668,0.755
109116,4,Bac 4,101037.42,30.44,0.682,0.749
109166,4,Bac 4,101037.77,30.44,0.653,0.741
109216,4,Bac 4,101037.77,30.44,0.653,0.734
109266,4,Bac 4,101037.59,30.44,0.668,0.729
109316,4,Bac 4,101037.42,30.44,0.682,0.725
109366,4,Bac 4,101037.02,30.43,0.716,0.724
109416,4,Bac 4,101036.68,30.43,0.742,0.726
109466,4,Bac 4,101036.52,30.43,0.758,0.728
109516,4,Bac 4,101036.68,30.43,0.742,0.730
109566,4,Bac 4,101036.35,30.43,0.772,0.733
109616,4,Bac 4,101036.35,30.43,0.772,0.736
109666,4,Bac 4,101036.35,30.43,0.772,0.739
109716,4,Bac 4,101036.35,30.43,0.772,0.741
109766,4,Bac 4,101036.17,30.43,0.785,0.745
